show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
,TV Show,CBI Vs Lovers,Chris Gorak,"Bill Paxton, Matthew McConaughey, Powers Boothe, Luke Askew, Jeremy Sumpter, Matt O'Leary","United Kingdom, India","June 15, 2021",1990.0,,32 min,"Action, Drama, Science Fiction","A wealthy family's home is invaded during a game of hide-and-seek by a pack cultists. Josie, the babysitter hides in plain sight prepared and armed with a handful of survival skills. She battles the cult and her fears through a long night of terror. Ultimately good defeats evil and she triumphs, but not before a cruel twist reveals the cult were just foot soldiers for a much greater evil."
s4159,TV Show,Wintergast,David S. Hogan,"Marsha Mason, Kristy McNichol, James Coco",,"April 17, 2021",1951.0,ALL_AGES,11 Seasons,"Adventure, Drama, Romance",
s7644,TV Show,JJ Barrows: Doodle All Day,Adolf El Assai,"Sadie Frost, Jonny Lee Miller, Jude Law, Ray Winstone","Denmark, France","September 15, 2021",1936.0,TV-NR,105 min,"Arts, Entertainment, and Culture, Comedy, Unscripted","Dr. Jason Holden, early 50s, is in danger of losing his family, because of a tragic automobile accident. He becomes a piano accompanist at a local ballet studio and falls in love with Brandon Wykowski, 27, a troubled dancer."
s2733,Movie,,Pandiraj,"Upendra Limaye, Vibhawari Deshpande, Kishor Kadam, Suhas Palshikar, Shashank Shende","Spain, United Kingdom, Italy","May 22, 2021",1994.0,AGES_16_,0 min,Romance,
s5802,TV Show,Skills Like This,Nikolay Khomeriki,"John Payne, Rhonda Fleming, Dennis O'Keefe, Thomas Gomez, Fred Clark, Frank Faylen, Eduardo Noriega, Grandon Rhodes, Walter Reed","United Kingdom, United States, India","September 2, 2021",1946.0,13+,57 min,"Documentary, Talk Show and Variety","Sam Cooke continues to influence generation after generation. From gospel to new wave, from rockers to rappers, nearly every form of popular music today bears the unmistakable imprint of the legendary Sam Cooke. From his infectious melodies, the smooth styling, and of course, that incredible voice. This Grammy Award winning film with Aretha Franklin, Lou Rawls, Bobby Womack and more."
s414,TV Show,Jingle Burgers - A Parry Gripp Christmas Album,Gireesaaya,"Bugs Bunny, Daffy Duck, Porky Pig, Little Lulu, Popeye the Sailor Man, Betty Boop, Woody Woodpecker, Casper the Friendly Ghost, Mighty Mouse, Superman, Heckle and Jeckle, Bosko","United Kingdom, Hungary, United States","October 4, 2021",1937.0,18+,118 min,"Action, Anime, Drama","Tammy went back to her hometown and performed at her high school. It's easy to make strangers who found you in success laugh, but how about people who knew you before puberty? In an 80s flashback, this former captain of the cheerleaders became the most likely to make you laugh!"
s4003,Movie,The Woman of the Town,Shivang Shukla,,United States,"May 22, 2021",1991.0,NR,81 min,"Action, Adventure, Fantasy","Marcello Mastroianni is an architect in this May-December erotic romance; he meets a young, beautiful girl, and then learns she might be his daughter."
s435,TV Show,Worth,P. Rajapandi,"Elisabeth Röhm, Jon Prescott, Julie Mond, Robert Mailhouse, Jessica Amlee","Australia, United States, Germany","June 4, 2021",1923.0,7+,140 min,,"In wartime Holland, the Ten Boom family joins the underground resistance to help save persecuted Jewish families and quietly shelters Jews in their small house - until Nazis discover the ""hiding place."" When they are arrested and imprisoned in concentration camps, they're left with nothing to cling to but their faith. This is the remarkable true story of Corrie and her sister Betsie's endurance."
s3703,TV Show,Love's Kitchen,Philippa Lowthorpe,"Kirk Cameron, Brad Johnson, Janaya Stephens, Clarence Gilyard Jr, Colin Fox, Gordon Currie, Chelsea Noble, Daniel Pilon, Tony De Santis, Jack Langedijk","United States, Italy","May 9, 2021",1998.0,G,95 min,"Comedy, LGBTQ","Married Rudina sets off on a long journey with her pregnant sister, Elma, to meet their strict, traditional father in the Albanian village where they were born. As Rudina's car makes its way across the mountains, Elma comes up with a plan to enlist an ex-classmate to play the part of her husband."
,Movie,Travel with Kids,GS Goutham Krishna,"Herbert Marshall, Constance Dowling",,,1979.0,TV-Y7,7 Seasons,"Arthouse, Drama, Kids",Struggling indie filmmakers travel to an obscure mountain town's film festival in a last ditch effort to sell their movie.
s6729,Movie,Leap of Faith,Paul Landres,"Tristin Fazekas, Crystal the doll, Daris (DW) Bass, Tory Monay, Indigo Holiday, Marcus (J-Boy) Jenkins, Kaydence Alise Meeks","Germany, Canada, United States, France, United Kingdom","July 17, 2021",1963.0,NOT_RATE,63 min,"Action, Sports, Suspense","Over a trio of summers, a caretaker for luxury condominiums relies on her resourcefulness and her eye for opportunity to take advantage of whatever comes her way as her employers are caught in major corruption scandals."
s8477,Movie,The Nurse,Edmond Goulding,"John Wayne, Marion Burns","Canada, United States","July 26, 2021",2012.0,13+,123 min,"Arthouse, Drama, Romance","Set in the world of NYC publishing, a young book editor is forced to confront a troubling part of her past when a bestselling author re-enters her life."
s39,Movie,A Brilliant Young Mind,Irving Rapper,"Eleanor Brown, Cory Kays, Adam Dufour","United Kingdom, Canada, United States","May 29, 2021",2021.0,UNRATED,17 min,"Arts, Entertainment, and Culture, Drama, Kids","A group of disparate travelers journey together through the Southwest soon find trouble when they all get gold fever. The action and drama are heightened when they discover gold. The ""Tall Texan"" (Lloyd Bridges), is a suspected murderer in the custody of sheriff Lee J. Cobb, and now stranded in Indian territory after a Comanche attack on their stagecoach."
s3538,Movie,Frontier Outlaws,Harry L. Fraser,"Rory Kinnear, Maxine Peake, Neil Bell, Philip Jackson, Vincent Franklin, Karl Johnson, Tim McInnerny","United States, France, Denmark","March 30, 2021",1978.0,TV-G,12 min,"Arts, Entertainment, and Culture, Comedy, Drama","When the 2001 season began, many expected the Los Angeles Lakers to repeat as NBA Champions. But few could have predicted just how arduous their road would be. The Lakers struggled through a turbulent regular season, but in the playoffs they recaptured their championship for and defeated the Philadelphia 76ers in the 2001 NBA Finals."
s6180,Movie,Hoodman,Maureen Goldthorpe,Ray Emodi mike uchegbu Ray Ighodaro chinelo enemchukwu,,"April 4, 2021",1924.0,TV-Y7,63 min,,"Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs, and lions! Your kids will love these fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Watch these educational and magical cartoons that your kids will surely enjoy!"
s4192,TV Show,45 Days To Be Rich,Nicolas Roeg,"Dan Cortese, Cynthia Gibb, Brian Kerwin","United States, United Kingdom, Kazakhstan","April 24, 2021",2000.0,TV-PG,36 min,"Arthouse, LGBTQ, Suspense","Jennifer is starting a new life away from an abusive ex-husband, but falls into paranoia and fear as something eats her a bite at a time as she sleeps. She must confront her fears to wage a final battle for survival before the last bite."
s8534,TV Show,Borat: VHS Cassette of Material Deemed “Sub-acceptable” By Kazakhstan Ministry of Censorship and Circumcision,Zach Braff,"Kristy Swanson, Chris Potter, Colin Lawrence","United States, France, Denmark",,1989.0,18+,104 min,"Special Interest, Western","Unemployed and living with the mother-in-law from hell, a young comedian and his childhood friend are sucked into the ride of their lives when they decide there is no time like the present to pursue their dreams of opening a comedy club."
s9127,Movie,Lucifer (Tamil),Michael Carney,"Nino Cimino, Chris Spinelli, Elliott Woods, James Menditto, Jason Toler, Gio Randazzo, Sal Landi, Johnny Mask, Lou Tapia, Nicole D'Angelo, Jeffrey Moon, Adam Weston Poell, Giorgio Bellossi, Jeff Rector, Alexa Niemi, David Prak, Louis DeStefano, Craijece Danielle, Talon Tears, Akia Takara, Doug Tochioka, Taylor Anne Swartz, Perry Meth, Warren Hong",Austria,"August 4, 2021",1974.0,TV-Y,1 Season,"Arts, Entertainment, and Culture, Comedy, Suspense","On the last night of her college freshman year, Izzy tries to lose her virginity with the help of her two best friends – but their only hope is getting into an exclusive, invite-only ""Crush Party."""
s7265,Movie,Heist,Eurika Pratts,"Jeff Daniels, John Goodman, Julian Sands, Brian McNamara, Harley Jane Kozak","Canada, United States, Brazil","September 25, 2021",1941.0,TV-14,128 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",2 after onboarding 1
s7683,Movie,The Hurricane,Yolande Zauberman,"Amitabh Bachchan, Ayushmann Khurrana, Farrukh Jafar, Vijay Raaz, Brijendra Kala, Srishti Shrivastava",France,"July 26, 2021",1983.0,TV-MA,48 min,"Action, Animation, Fantasy","Drama directed by Chuck Vincent, starring Sybil Danning and Donald Pleasence. In ancient Pompeii, the kindhearted Roman emperor's wife works secretly to help slaves escape their harsh lives as non-stop cleaners and sex objects. As the queen gets more and more involved in her quest for equality she puts her own life at risk."
s5576,Movie,Garden of Eden,Brett Kelly,"Roksanna Dawidowksa, Jason Howe, Ryan Moohan, Christine Irvine, Tommy Bru, Eoin Hamill, Stewart Blair, Bryan Gallagher",,"September 10, 2021",1921.0,PG,,"Arthouse, Comedy","David, a waiter, finds an unpublished manuscript in a drawer. To impress a girl, he claims to be the author."
s2688,TV Show,Judas,Klaudia Reynicke,"Josh Brolin, Sherilyn Fenn, Anthony Kiedis, Robert Rusler",Netherlands,"July 1, 2021",1973.0,R,269 min,"Horror, Romance, Science Fiction","A story about Nando, who's a dutiful son and breadwinner to his family, and Sabrina, a rich kid and one of the top models in the country. While both prepare for their biggest breaks, these two strangers wake up one day in an extraordinary circumstance, switching bodies with each other. Philippines Tagalog movie."
s1457,Movie,The Five Provocations,Sean Penn,"John Astin, Pat Carroll, Hans Conried, Richard Erdman, Allyn Joslyn, Richard Jury, Lee Meriwether, Jesse White, Steve Carlson, Miranda Barry, Francelle Fuller, Ted Claassen, Harlan Knudson, Leon Inge, Jacques Hampton, Charlie Dell, Vern Porter, Noomis Jones, Leland Murray, Ed Mullancy, William Oakley, Gary Tessler, The Rufus Krisp Ensemble","Germany, Austria, United States","August 18, 2021",1958.0,18+,136 min,"Historical, Horror, Western","Marooned on a remote, mysterious island with a lighthouse, five friends must reveal their darkest secrets and face their deepest fears."
s9239,Movie,The Legend Of Ben Hall,Hugo Moura,"James Cromwell, Olivia Williams, J.K. Simmons, Harry Lloyd, Nazanin Boniadi, Nicholas Pinnock, Sara Serraiocco, Betty Gabriel","United States, Thailand","April 10, 2021",1977.0,TV-MA,4 min,"Animation, Romance","A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends."
s4021,TV Show,Vatican Miracle Examiner,Raja Menon,"James McGowan, Graham Abbey, Nazneen Contractor","United Kingdom, Canada, United States","May 12, 2021",1945.0,TV-NR,137 min,,"'Lose your child or lose your mind.' This is young Daphne Lessing's fate. What lies ahead is a haunting reflection, a living fable, a choice you may never forget."
s7900,TV Show,Nicole,Avai d'Amico,"Lon Chaney, Victor McLaglen, Harry Earles, Mae Busch, Matt Moore, Matthew Betz","United States, United Kingdom, Germany","June 23, 2021",1966.0,13+,40 min,"Suspense, Western","An inside look into the fascinating life, career and survival of the most unknown famous entertainer in Hollywood. Frank Stallone has seen and done it all. But, who is Frank Stallone? You know the name, now discover the Grammy and Golden Globe nominated singer, songwriter, musician and actor who has been entertaining audiences for over fifty years, all the while living in a giant shadow."
s5154,TV Show,Battlezone WWII: Nazi Blitzkrieg-The Battle For France,Jordan Brady,"Billy Rosemberg, Dwayne Hill, Jeff Berg, Harvey Atkin","Denmark, France","May 24, 2021",1968.0,,87 min,"Drama, LGBTQ, Suspense","In Bishop, a town filled w/ secrets, a grieving dad prepares his 3 teen daughters, Belle, Rachel & Jessa, for The Rapture in hopes of reuniting with their missing mother. With home anything but a refuge, the girls stick together to survive."
s8025,Movie,Bluestone Four Two,Wade Alexander,Robert Redford,South Africa,"September 9, 2021",2013.0,UNRATED,122 min,"Animation, Drama","An eccentric chicken farmer, with the help of his granddaughter, trains his mischievous dog Oddball to protect a penguin sanctuary from fox attacks in an attempt to reunite his family and save their seaside town."
s9542,Movie,Don't Look Back,Brian Connors,"Michael Ironside, Yancy Butler, Colin Ferguson","India, Sweden","September 15, 2021",1968.0,TV-14,24 min,"Horror, Romance",HD. Widower Matt Damon comes up with a unique plan to lift his family out of their collective funk: by purchasing a ramshackle zoo.
s3285,TV Show,LOVE and LIES,Frank Vitale,"John Doman, Jim Gaffigan, Jeff Hephner, Tamara Hope","Denmark, Sweden, United States","June 26, 2021",2002.0,TV-14,165 min,"Drama, Faith and Spirituality, Suspense",Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.
,TV Show,Universal Soldier,Haim Silberstein,"Sarah Lind, Shawn Christian, Brendan McCarthy, Diana Hopper, Parker Stevenson","United States, Thailand","June 15, 2021",1947.0,TV-Y7,42 min,"Action, Documentary, Unscripted","A modern day urban tale centered around a young man named Tru, who recently came home from jail and is fighting to stay on the right path for the sake of his son. Not too long after his release, Tru finds himself struggling to be an average man while he battles with his son's mother, the law, and the streets."
s8987,TV Show,Go Buster - Cartoons for Kids,John N. Smith,"Lior Ashkenazi, Knut Berger, Caroline Peters","Iran, France","May 13, 2021",1923.0,16+,73 min,Unscripted,
s5793,Movie,Supa Strikas - Game On,Darlene Naponse,"Charles Chaplin, Al Sapienza, Wayne Newton, Peter Woodward, Simon Phillips, Anne-Carolyne Binette, Cheryl Prater",South Africa,"June 21, 2021",,7+,,"Drama, LGBTQ, Young Adult Audience",he Climbers is a cinematic retelling of the first Chinese climbers to summit Mount Everest. The perilous journey takes its toll on the mountaineers forcing them to make life or death decisions at every turn.
s8876,TV Show,Small Soldiers,,"Saydee Dickinson, Johnno Wilson, Sara Fletcher, Anthony Fanelli, Maya Nalli, Michael Strassner, Arielle Marie Fanelli, Andrew Searles, Miranda O'Hare, Lucy Blehar","United States, France","June 23, 2021",1949.0,16,144 min,"Drama, Military and War",A big shot gangster who built his empire for last 20 yrs is faced with an unexpected situation.
s4315,TV Show,The Legend of Bagger Vance,Dre Ryan,"Todd Bruno, Emily Sweet, Joe Martyn Ricke, Sara Bailey, Benjamin Byron Bethel","Iran, France","October 6, 2021",1933.0,TV-Y7,130 min,,"We are on the eve of August in Turin, Italy. The city is devastated by a series of murders, which take place on the sets where the films of Dario Argento were shot. The police suspect that the culprit is a scholar of the ""Master of the Italian Giallo"". The manhunt is open."
s7026,TV Show,Highway to Hell,Tom Barbor-Might,"Marcus McMahon, Meryl Griffiths, Cullum Austin, Mac McDonald","Canada, Germany","September 4, 2021",2019.0,,185 min,"Comedy, Drama, Science Fiction","""All That Matters"" is about an insurance adjuster who wants to be a travel blogger."
s8501,Movie,Greener Mountains,Ferzan Ozpetek,"Tom Savini, Derek Renyolds","United States, United Kingdom, Canada","September 9, 2021",1997.0,TV-PG,191 min,"Action, Suspense, Unscripted","Set in the cozy confines of Pianos, The Rosewood Thieves capture pieces of down and dirty Lower East Side rock, sun splashed Southern California vibes, and country tinged song craft of America's heartland."
s8091,Movie,Heart of the World: Colorado's National Parks,Jessica Janos,"Sachin Khedekar, Sonalee Kulkarni, Amey Wagh, Prakash Bare, Jaywant Wadkar",Germany,"April 4, 2021",2003.0,AGES_18_,86 min,"Drama, Kids, LGBTQ","This is a story about a single fathers revenge on a ruthless street gang from Atlanta GA called the Techwood Mafia, who kills his seven year old daughter in a store robbery. Jamal Sommerville plays a high powered role as the man on the mission of revenge."
s6026,TV Show,The Lion's Kingdom,Derek Wayne Johnson,1,"United States, China",,,TV-Y,54 min,Drama,"For the first time in a documentary feature, the prestigious House of Dior opened its doors to show the wonders of perfume creation."
s6264,Movie,Mr. Wong In Chinatown,Bolaji Tijani-Qudus,"Abhishek Reddy, Meghana Chowdary, Ayesha Singh, Bhanu Sree","Italy, Spain","October 7, 2021",2007.0,TV-G,26 min,"Action, Adventure, Drama","A Civil War veteran returns home looking for peace. He fulfills a promise to a dying soldier and a Negro widow and her daughter to stay with him and his son. Facing bigotry and greatly outnumbered, he struggles to find faith. A mysterious turn of events provides his family with the unexpected help they need to overcome."
s1925,TV Show,Underground,Etienne Sauret,"Mark Birch, Martin Brunning, Howard Groves, Stewart Gull",Canada,"July 12, 2021",1953.0,NOT_RATE,209 min,"Documentary, Kids, Science Fiction","An ambitious young journalist uncovers the horrific slaughter of 22,000 Polish officers during the Second World War. A secret that has been kept hidden for far too many years."
s2616,TV Show,Capone,Justin Paul Ritter,"Jennifer Tilly, Diane Keaton",Egypt,"June 22, 2021",2012.0,16+,112 min,"Arthouse, Drama","Brad Williams possesses something that everyone can agree is funny: a disability. Brad is a dwarf and his inimitable take on disability, relationships, sex and race with perfect timing and explosive delivery proves that you can in fact overcome any shortcomings... pun intended. Copyright 2013 Laugh Out Loud Comedy, Inc. distributed by lolflix, Inc. filmed during the Laugh Out Loud Comedy Festival."
s4499,TV Show,Secondhand Hearts,Jofin T. Chacko,"Kris Kristofferson, Jodelle Ferland, Chelah Horsdal, Matt Mazur, David Orth, April Telek, Carlos Joe Costa, Christopher Gauthier","United States, Italy","September 9, 2021",2015.0,NC-17,128 min,"Arthouse, LGBTQ, Suspense","Fugget About It is a new animated comedy sitcom about the misadventures of Jimmy Falcone. Jimmy is a former New York mob boss, who goes from feared capo to friendly Canuck when he and his family enter the witness protection program in Regina, Saskatchewan, Canada."
s909,TV Show,,Jean Delannoy,"Bud Abbott, Lou Costello, Buddy Baer, Shaye Cogan, James Alexander, Dorothy Ford, Barbara Brown, David Stollery, William Farnum, Johnny Conrad, Mel Blanc, Claire Du Brey, Joe Kirk, Hank Mann, Charles Perry, Almira Sessions, Jack Shea, Arthur Shields","United States, Mexico","October 3, 2021",1968.0,ALL_AGES,127 min,"Fantasy, Horror, Science Fiction","Four devious criminals, one chilling scam: pose as cops, kidnap a victim, and if no ransom comes in 24 hours, the target dies. Tonight they caught a movie star (Andy Lau) and the countdown begins."
s9013,Movie,Doc West - Part 1,Jasmine  Jamar Alston,"Tiffany Pollard, Jonathan Andre, Marcus "" Big Spence"", Spencer","Switzerland, India","October 1, 2021",1941.0,TV-14,47 min,,"Adventurous new adaption. A compelling tale of unchecked ambition, soured friendship, lost intimacy and the descent into nihilism. A brand new re-telling of the classic Shakespeare novel, Macbeth."
s469,Movie,Naane Raja Naane Mandhiri,Ari Aster,"Lautaro Delgado, Sofía Gala Castiglione, Joaquín Rapalini, Daniel Valenzuela","France, United States","August 17, 2021",1974.0,TV-MA,178 min,,"The boys from East India Comedy turn the cameras off stage, to when they're just being themselves, and having a right old moan about the world around them. They'll be mixing and matching their comedic styles, playing some fun games, bringing up pointless statistics, and bantering each other off their chairs. It's the perfect recipe for unintentional comedy gold. It's EIC vs The World."
s7223,Movie,,Ralph Staub,"Corey Reynolds, Ken Arnold","France, China, Belgium, Monaco","August 26, 2021",1958.0,R,119 min,"Action, Drama, Science Fiction",After working undercover contracts on the Middle East and South America for a mercenary company he left the war life to start a new one in the city but instead he become a contract killer after his girlfriend dead
s1390,Movie,Listening Snow Tower,Oliver Stone,,"China, United States, United Kingdom","August 14, 2021",1971.0,G,481 min,"Arthouse, Horror, Romance",clip1
s2830,TV Show,,Paul Fleming,"James Russo, Alexxis Lemire, Christian James, Anirudh Pisharody",,"October 7, 2021",,TV-PG,38 min,"Animation, Faith and Spirituality, Kids",Savyasachi (meaning Ambidextrous) is based on a twin brother who is absorbed by Naga's character in the womb and controls his left hand. Unscientifically called the Vanishing Twin Syndrome.
s5851,TV Show,The Hard Corps,"Roy Allen Smith, Melissa Suber","James Nesbitt, Del Synnott, Sarah Berger, Michael Feast","United States, Thailand","May 2, 2021",1974.0,TV-14,240 min,"Drama, LGBTQ","The most important thing is to be yourself. For Nour, 40 pounds overweight and a hat as a haircut, it's complicated! She doesn't seem to be an option for any guy... Determined to finally seduce, she found the ultimate solution: Pole Dance. With the help of a special teacher and her best friends who are just as lost as she is, Nour will try to learn how to accept herself."
s9454,TV Show,The Murder of Laci Peterson,,"Brett Gelman, Judy Greer, Michael Cera, Nia Long, Shiri Appleby, Fred Melamed, Rhea Perlman, David Paymer, Gillian Jacobs, Martin Starr, Megan Mullally, Jeff Garlin, Marla Gibbs","Germany, Austria, United States","June 25, 2021",2017.0,G,74 min,"Romance, Suspense, Western","Do You Like Broccoli Ice Cream? & More Kids Songs includes a collection of children's songs and nursery rhymes like The Itsy Bitsy Spider, Walking In The Jungle, Who Took The Cookie? and more! Super fun, super silly, and super simple!"
s5416,Movie,Bhalobasar Onek Naam,Ganesh Vinayakan,"Alla Tumanian, Mya Taylor, Karren Karagulian, Kitana Kiki Rodriguez, Luiza Nersisyan, James Ransone, Mickey O'Hagan, Arsen Grigoryan","Denmark, United Kingdom, Czech Republic, Netherlands","April 17, 2021",1973.0,G,22 min,"Fitness, Special Interest",A young Austrian soldier in World War I fights his way through the Alps to rescue his first love and escape the impending explosion that will rock the mountain.
s3847,TV Show,Jake Shimabukuro: Life on Four Strings,Mohit Suri,"Noémie Godin-Vigneau, David La Haye, Juliette Gosselin, Sébastien Huberdeau, Gérard Depardieu","United States, Thailand","June 15, 2021",1967.0,PG,158 min,"Anime, International, Kids",Jack Ryan is caught in the middle of a terrorist attack. Ryan helps to thwart Holmes' assailants and becomes a local hero. But Ryan's act marks him as a target. Now he must return to action to save his family.
s7258,Movie,Ambulance Australia,Cathleen O'Connell,"Thekla Reutin, Jacqueline Blom, Marco Borsato, Adrian Galley, Ricky Koole",Netherlands,"April 24, 2021",1967.0,7+,7 min,"Drama, Western","Nestled at the top of South America, Colombia is a dream for ecologists everywhere. Filmed at over 85 locations with 150 hours of footage, this ambitious natural history feature showcases 38 different species from 20 documented ecosystems. From jaguars in the shadows hunting their prey to the silver arowana fish mouth-brooding its young, this film reveals the wonder and majesty of Colombia."
s7778,Movie,Swargakkunnile Kuriakose,Doug McKeon,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson","Denmark, France","May 19, 2021",1939.0,PG,11 min,"Comedy, Horror, Suspense",
s6468,Movie,The Ghazi Attack (Hindi),Siju Jawahar,"Sibongiseni Shezi, Lloyd Grant O 'Connor, Lwandile Xaba, Angela Balkovic, Sanjay Laljith, Rubrendra Govender, Roelof Twijnstra, Arish Sirkissoon, Neerusha Oogorah",Brazil,"September 30, 2021",1929.0,NOT_RATE,19 min,"Arts, Entertainment, and Culture, Music Videos and Concerts","A young mischievous boy, Chiklu, ventures into a big forest which is supposedly haunted by a ghost, Bhootya. After several encounters, Chiklu befriends Bhootya, changing their lives forever."
,Movie,,Terry Miles,"Frank Sinatra, Rita Hayworth, Kim Novak, Barbara Nichols, Robert Reed, Barrie Chase","United States, Japan","May 24, 2021",1947.0,TV-Y7,177 min,"Drama, Science Fiction, Suspense",
s3318,TV Show,Rubbadubbers,Jibi-Joju,"Martin P. Robinson, Anthony Asbury, John Kennedy",Spain,"June 24, 2021",1961.0,ALL,36 min,"Comedy, Documentary",This fully animated series is based on the books by Richard Scarry which parents worldwide rely on to teach valuable lessons.
s6485,TV Show,Cannibal Troll,,"Victoria Justice, Justin Chatwin, Lana Condor, Ellar Coltrane, Ian Nelson, Analeigh Tipton, Callan McAuliffe, Ella Hunt, Hayden Szeto, Bill Milner, Elena Kampouris",Brazil,"July 20, 2021",2000.0,NOT_RATE,1 min,"Kids, Music Videos and Concerts","Beep Beep! Gecko loves to learn with cars trucks and buses, and you can too in this fantastic collection of vehicle-based Gecko's Garage videos!"
s4367,Movie,Chocolate City,Jon Silver,"Daniel Boyd, Ed Skrein, Dougray Scott, Kaya Scodelario","Japan, France","October 5, 2021",1970.0,R,19 min,"Action, Drama, Special Interest","For 30 years, the Grateful Dead were the most unlikely success story in rock and roll. At the peak of their popularity, they were the highest-grossing concert act in America, but they did it by breaking all the rules."
s3105,Movie,"Mitzi Gaynor, The First Time",Karen Shakhnazarov,"Christopher Downs, Brooke Wolloff, Zac McDowell, Skyler Brigmann, Addie Zintel, Alex Trugman, John Taylor, Jodi Downs, Alan Franzenburg, Emily Downs","United States, Switzerland","June 15, 2021",1945.0,UNRATED,30 min,"Drama, Horror, Romance","BFFs Hannah and Brooklyn, played by Jenna Ushkowitz (Glee) and Laura Ashley Samuels (Modern Family), embark on road trip to San Diego to meet an old high school crush. When things don't go as planned, the night turns into debaucherous chaos."
s3464,TV Show,WWII in HD,"Declan Donnellan, Nick Ormerod","Alun Armstrong, Paul Freeman, Tamsin Greig","United States, Japan, Singapore, South Korea","May 1, 2021",1920.0,13+,93 min,"Action, Drama, Suspense","Your Funny Friends, Steve and Maggie, are ready for some educational fun! Go to the zoo, go camping, play hide-and-seek and other fun activities. Funny Friends includes topics such as healthy eating, the five senses, zoo animals, rooms of a house and many more! Your little one is sure to laugh along with their friends Steve and Maggie in this funny tv series."
s747,TV Show,15-Minute Cardio Flow 7.0 Workout (with weights),Gerard Walsh,"Oliver Chris, Gary Carr, Tony Gardner, Kelly Adams, Stephen Wight, Katie Lyons, Scott Hoatson, Jamie Quinn",Spain,"April 10, 2021",,PG-13,177 min,"Drama, Kids, LGBTQ","Midge and Susie discover that life on tour with Shy is glamorous but humbling, and they learn a lesson about show business they’ll never forget. Joel struggles to support Midge while pursuing his own dreams. Abe embraces a new mission and Rose learns she has talents of her own."
s3481,Movie,The Believers,Karen Schuback,"Georgia Walters, Anthony Winnick, Jesse Morton, Verity Higgins, Stephen Francis","Germany, Austria, United States","July 17, 2021",1963.0,TV-Y7,139 min,"Drama, Romance, Western","A lot of people are looking to feel more confident in their yoga practice, whether it's finding more stability or flexibility. So as you go through this series you'll find in each video an increase in the challenge difficulty and a common issue that can be addressed, and as you progress you'll feel noticeably stronger, more flexible, you'll have more mobility and you might even lose some weight."
s275,Movie,Imperial Blue,Milcho Manchevski,"Mobb Deep, Bezino, Vanilla Ice, Rah Digga, Eminem, Pras, Charli Baltimore, Rock, Sliff Star","United States, France","August 1, 2021",,NC-17,7 Seasons,"Action, Adventure, International","Unpaused is an anthology that brings together 5 unique creators of Hindi cinema – Raj & DK, Nikkhil Advani, Tannishtha Chatterjee, Avinash Arun, and Nitya Mehra featuring stories of love, new beginnings, second chances, and a glimmer of hope – set and filmed in the times of the COVID-19 lockdown"
s8856,Movie,Kill Me Three Times,Priyadarshan,"Bella Thorne, Cameron Boyce, Drea de Matteo, Andy Biersack, Ryan Hurst, Fairuza Balk, Mark Boone Junior, Booboo Stewart","United States, Canada","July 24, 2021",2013.0,,3 min,"Animation, Kids",Animated horror hosts watch public domain films and do sketches and songs about them.
s3955,TV Show,2019 AVP Huntington Beach Open - Day 3,Eitan Anner,"Jodie Foster, Martin Sheen, Alexis Smith, Mort Shuman, Scott Jacoby","Poland, United States","July 3, 2021",1986.0,18+,14 Seasons,"Documentary, Music Videos and Concerts, Special Interest","Two decades before there was a streaming war, a tiny, broke Silicon Valley company that rented DVDs by mail laid the foundation for a revolution in how the world watches entertainment today."
s1436,Movie,Urvi,Annabel Jankel,"Val Kilmer, Joanne Whalley, Warwick Davis, Patricia Hayes, Gavan O'Herlihy, Phil Fondacaro, Pat Roach, Rick Overton, Kevin Pollak, Billy Barty, Jean Marsh, David Steinberg, Tony Cox, Robert Gillibrand, Mark Northover, Maria Holvöe, Julie Peters, Mark Vande Brake, Dawn Downing, Michael Cotterill, Zulema Dene, Joanna Dickens, Jennifer Guy, Ron Tarr, Sallyanne Law, Ruth Greenfield, Kate Greenfield",United Kingdom,"September 25, 2021",2009.0,AGES_18_,79 min,"Animation, Drama, Science Fiction","In a captivating story full of plot-twists, a husband investigates the mysterious murder of his wife at the same time as the police. In the famous carioca neighborhood of Gavea, real characters and situations mix with the husband's hallucinations of the murderers."
s5559,Movie,Qin Dynasty Epic,Prasad Velampalli,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle","France, United States",,1972.0,13+,101 min,"Comedy, International, LGBTQ",
