show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s77,Movie,Memories of Reality,Hisonni Johnson,"C. L. Anandan, Sachu, E. V. Saroja","United States, Ireland","May 29, 2021",1951.0,ALL,122 min,LGBTQ,"Part two. After the death of John Cable, Alex Murphy is plagued by haunting memories and seeks answers. Meanwhile, a new Robocop is created and goes after Murphy for crimes he didn't commit."
s2930,TV Show,Broil,Dan Bush,"Getup Srinu, Pavan Krishna, Supraja","Poland, United States","August 17, 2021",1984.0,TV-G,480 min,"Arthouse, Drama, LGBTQ","The charming, classic adventures of Babar, the King of the Elephants, and his family and friends."
s4439,Movie,Where is Chicky? - Chapter Two,Adrian Vitoria,"Jim Broadbent, Colin Firth, Gina McKee","Switzerland, India","October 3, 2021",1944.0,7+,32 min,"Arthouse, Horror, Suspense","A heartwarming coming-of-age drama, where childhood fantasy meets grown up reality. It's wartime. As the bombs fall Carrie Willow and her younger brother Nick are evacuated to Wales where they live with the difficult Mr Evans but while there make the most colorful collection of friends."
s9568,Movie,The Perfect Game,John Balazs,"Ashish Vidhyardi, Suman, Bramhanandam, Siva Parvathi","United Kingdom, Canada, United States","June 15, 2021",2003.0,TV-PG,86 min,"Drama, Historical, Romance","Two army officers, Kamal and Rakesh, are lookalikes. Rakesh plans to kill Kamal and woo his beautiful wife Archana. However, things don't go as planned."
s863,TV Show,Blind Ghost,John Francis Dillon,"Burt Reynolds, Liza Manelli, Dionne Warwick, Richard Masur","United Kingdom, United States, India","September 25, 2021",1992.0,TV-Y7,56 min,Action,Tensions continue to rise in the drama's fifth season.
s301,TV Show,Love Field,Gardner Doolittle,"Jessie Buckley, Johnny Flynn, Geraldine James","Denmark, France","September 19, 2021",1952.0,UNRATED,4 Seasons,"Action, Romance, Science Fiction","Muthu returns to his village and learns that the girl he wanted to marry is dead. In the city, he ends up marrying his boss's daughter. But, the previous girl returns and he's forced to marry her too."
s5305,Movie,A Brilliant Young Mind,Weiping Kaigen,"Junaid Khan, Sonia Mishal, Asad Siddiqi, Usman Peerzada","India, South Africa, Brazil","June 4, 2021",1957.0,G,6 min,"Action, Adventure, Western","Be a fly on the wall as Jeremiah gets heckled by his Mom, works off the crowd, and shares personal stories of dating to marriage. With exclusive family interviews, this is one of the most unique and raw specials you'll ever see."
s5287,Movie,I Am Watching You,Gilles Paquet-Brenner,"Kerry Armstrong, Julia Blake, Hanna Mangan Lawrence, Caroline Gillmer, Jay Laga'aia","Afghanistan, France","August 16, 2021",1976.0,PG-13,170 min,"Kids, Special Interest","First comes love then comes...something. Come join Chris and Beth's journey as they navigate through the ups and downs of a relationship that's stuck in a big rut. ""I kind of hope they stay in a rut, because their rut is our huge LOL. The Next Steps' stars Anthony Fanelli & Lyndsey Doolen have the skills of making you laugh as soon as they appear on screen!!"" -David Dean, The Serial Optimist"
s6786,Movie,Paralyzed,Ilan Ziv,"Jayden Frost, Jonathan Schoonveld, Pieter Kamp, Andrew Leung, Christine Osborne, Emmy Frost, Andrew Kissner, Colton Grimes, Sofia Foglia, Danny Ortiz, Ryan Wilhelm, Ryan Hartsell, Shannon Blameuser, Matt Quinnan, Elias Gonzalez, Zachary Cannon, Dan Tinaglia, Joe Tinaglia, Gina Venable, Dan Polydoris, Michel Van Staveren, Joshua Baumgarten, Geoffrey Cannaby, Eva Van Den Anker, Gonneke Van Der Vijver, Aafke De Vries, John Powell, Anthony Barbaria, Sief Naser, Tim Gier, Tori Gier, Elizabeth Darby, Cody Deen, Kathy McKay, Debbie Doscher","Canada, Germany","June 11, 2021",1928.0,ALL,,"Arts, Entertainment, and Culture, Documentary, Special Interest","Coming Out follows young filmmaker Alden Peters as he comes out as gay, capturing everything on camera as it happens. This groundbreaking coming-of-age film places viewers directly inside the raw, intimate moments when Alden reveals his true identity to his family and friends, ranging from the painfully awkward to the hilariously honest."
s6281,Movie,Cruising the Cut,Jeremy Lovering,"Alan Alda, Billy Dee Williams","Japan, France","October 3, 2021",2014.0,R,190 min,"Arthouse, Documentary, Special Interest","In a bid to escape from Viji's antics, his neighbours lure him to fall in love with Maya. However, everything turns upside down when he realises that a ghost is protecting Maya."
s7406,,Dead Or?,Scott J. Ramsey,"Vivica A. Fox, Shemar Moore, Golden Brooks, Sean Blakemore, Victoria Rowell, Keshia Knight Pulliam","United States, Germany, Italy","April 20, 2021",1922.0,AGES_18_,118 min,"Action, Fantasy, Suspense","Lex, a Dutch writer, has money and fame but no peace of mind since Hannah left him years ago. Looking for closure on their relationship, Lex asks Hannah to go with him to the mountains for a last climb together. But Voytek, their professional mountain guide, senses that Lex may be unstable and refuses to leave Hannah alone with him."
s8432,Movie,30 Minutes of Water,Hugo Moura,"Antonio Banderas, Golshifteh Farahani, Rupert Everett, Clément Sibony, Henry Goodman, Pierre Niney, Irene Escolar",Belgium,"August 21, 2021",1976.0,PG-13,481 min,"Animation, Young Adult Audience","Lawman Kirk Baxter (Brown) is sent to investigate a rash of thefts of gold bullion from a mine and the disappearance or murder of passengers of stagecoaches in the area. In his investigation, Kirk discovers the passengers are kidnapped to become slave laborers for the outlaws in a hidden cave. Kirk discovers that the gang has been tipped off to the shipments by a mine employee sending carrier pigeons. Kirk suspects mine superintendent Carson (Cassidy). Kirk identifies one of the gang members and follows his horse to the secret hideout. Kirk is captured, but manages to escape, freeing all the prisoners, when the gang leaves to rob another shipment. Can Kirk and his new friends stop the outlaws in time?"
s1590,TV Show,Steve-O: Guilty As Charged,Stephen Poliakoff,"Ross Lynch, Olivia Holt, The Fat Jewish, Courtney Eaton, Gregg Sulkin","United States, Italy","July 23, 2021",1958.0,TV-NR,183 min,"Arthouse, Comedy, Horror","When a high-ranking police official is killed by his alleged rape victim, Sub-inspector Vikram Vasudev is entrusted with investigating what seems like an open-and-shut case. As he delves deeper, Vikram finds the case spiraling into a dark tale filled with unexpected surprises."
s625,TV Show,Halloween With The New Addams Family,Joan Micklin Silver,"John Basedow, Chris McCabe Adams, Erskine Alexander, Patrick Antonecchia, Robert Arensan, Joseph Ciminera","Afghanistan, France","June 22, 2021",1991.0,TV-14,73 min,"Romance, Science Fiction, Western","""Golden Turkey"" fans, attention! It's a veritable voyage to the bottom of the sci-fi barrel as prehistoric ""Slime People"" emerge from the sewers of Los Angeles! The atom-age U.S. army is no match for this small band of spear-toting boogeymen and the city is evacuated."
s7588,Movie,Arthur & Merlin: Knights of Camelot,"Duncan Coe, Elena Weinberg",David McCallum,"United States, Germany, Brazil, Italy","April 13, 2021",1924.0,TV-PG,14 Seasons,"Comedy, Drama, Romance","When his 11-year-old daughter is kidnapped, a father (Simon Baker of The Mentalist) must follow her into a barrio controlled by the mysterious religion of La Santa Muerte."
s2637,Movie,One Exciting Night,Christopher Spencer,"Tyler Schnabel, Trystin Bailey, Paul Schnabel, David Lee Hess, Ashley Beth",Spain,"May 1, 2021",,G,140 min,"Special Interest, Unscripted",If You're Trapped in Devil's World Then Betrayal is The Only Thing Which Can Take You Out.
s357,Movie,The Fog (1980),"Andy Grieve, Lauren Lazin","Zhang Nan, Annie Sun, Prince Liu, Vincent He, Huang Xin Yao, David Chou","Germany, Austria, United States",,1974.0,ALL_AGES,145 min,Animation,A secret agent leads a group of government mercenaries seeking a secret decoder worth $50 million.
s5101,TV Show,,Boyapati Srinu,"Nancy Chow, Iris Chung, Dominic Ho, Tony Ho, Chi-Sing Lam",Spain,"May 18, 2021",1971.0,TV-Y,44 min,"Action, Adventure, Special Interest","After a failed escape attempt, Manuel disappears in the woods at the hands of a mysterious man in a crow mask. Despite being subjected to strict discipline, Paul, Amaia and his other friends never stop looking for him. Their adventures lead to discovering that the old cult that inhabited the woods, the Crow’s Nest, is still committing crimes and Las Cumbres is more than just a school."
s7038,Movie,PSYCHO-PASS (SUB),Delmer Daves,"Scott Wolf, Mark Dacascos, Robert Patrick, Alyssa Milano, Kristina Wagner, Julia Nickson, Nils Allen Stewart, Vanna White, Andy Dick",Brazil,"March 30, 2021",1997.0,ALL,36 min,"Drama, Horror, Western","Six friends get together for a long-overdue holiday at a cabin. The girls have organized a fun ""seek and search"" game, determining which guy they end up with. Little do they all know, a mysterious, masked killer has plans of his own to pick them off one by one."
s3365,Movie,Black Book,Randal Plunkett,Todd Barry,"Kosovo, Netherlands","May 13, 2021",1992.0,TV-Y,,"Kids, Science Fiction","Charlie is out of jail and on the make with a plan for the heist of the century. Aided by top criminal mastermind Mr Bridger, Charlie sets off with a team of villains and to lift $4,000,000 from under the noses of the Turin Polizei."
s4894,TV Show,Sweet Sunshine,Chantal Hebert,"Saiga Masaru:Chihiro Ueda, Narumi Kato:Rikiya Koyama, Shirogane Saiga:Megumi Hayashibara, Eiryo Ashihana:Takahiro Sakurai, Guy Christophe Rech:Nozomu Sasaki","Germany, Canada, United States, France, United Kingdom",,1955.0,TV-NR,7 min,"Adventure, Drama, Western","Spendthrift Willie Leyland again returns to the family home in London penniless. His father is none too pleased but Willie smooth-talks him into letting him stay. At the same time he turns the charm on Dorothy Hope, whose father is big in linoleum and who, before Willie's arrival, was about to become engaged to a Russian aristocrat."
s5908,,Pink Floyd - The Making Of The Dark Side Of The Moon (Classic Album),Yuvraj Kumar,"Kiki, Miumiu, Hank, Momo","France, China, Belgium, Monaco","May 22, 2021",2014.0,13+,38 min,"Action, Drama, Special Interest","This four-part docuseries chronicles one unforgettable season with Mexico's homegrown soccer club, the Chivas of Guadalajara, as they attempt to resurrect their legendary franchise from the ashes of five losing seasons."
s2752,TV Show,Nancy Wake: Gestapo's Most Wanted,Steve Horn,"Trey Songz, Jack Kesy, China Anne McClain, Lindsay Musil, Fetty Wap",India,"October 2, 2021",2002.0,TV-PG,47 min,"Drama, International, Western","After the quarantine is lifted the world is getting back to business but for some people, that reality is overwhelming. From the rent being 90 days late, a friend with a bright idea all the way down to ""relationships"", or lack thereof, it's all at stake. Follow these three friends as they navigate the ""new normal""."
s9314,Movie,Not Like Everyone Else,Borys Lankosz,"McKenzie Chinn, Charles Andrew Gardner, Ericka Ratcliff, LaNisa Renee Frederick, Penelope Walker, Sadieh Rifai, Shane Kenyon, Leah Karpel, Stef Tovar, Kelly O'Sullivan, Charin Alvarez, Larry Neumann Jr., Andrew Goetten, Joshua Rollins, Ben Fox",New Zealand,"October 6, 2021",2019.0,ALL,60 min,"Special Interest, Sports",NBA Essentials: Boston Celtics series spans the history of this storied franchise. Fans of all ages will enjoy this look back at some of the franchise's finest moments!
s7430,TV Show,Avocado Toast the series,Mark Jean,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, Daniel Balaji, Parvathi T, Rohini, Rao Ramesh, Naresh, Nasser","India, Sweden","June 11, 2021",1980.0,TV-PG,19 Seasons,"Arts, Entertainment, and Culture, Documentary, LGBTQ","Texas. The home of barbecue, The Alamo, and Steve Treviño. In his latest special, Til Death, America's favorite husband gives us a bitingly honest take on the day-to-day joy of marriage, kids, and living life with your best friend."
s3715,Movie,Sunset Boulevard,Ben Bolt,"Charan, Anusha, Dileep, Surya, Suresh, Nuvvula Vinod, Arohi, Suneetha Manohar, BHEL Prasad, Veer Karan","India, South Africa, Brazil","August 26, 2021",1920.0,TV-Y,55 min,"Action, Animation",When a fun loving husband who has a way of gathering ant-infested firewood ignores the underlying health challenges of the wife who tries everything to stop him from his usual habit. A prey is caught and the pandemic becomes collateral damage.
s2639,TV Show,All's Faire in Love,"Matt Villines, Oz Rodriguez","Sanjay Mishra, Aditya Srivastava, Yashpal Sharma, Neeraj Sood, Mandakini Goswami, Rajesh Jais, Gauri Wankhede","United Kingdom, United States","May 29, 2021",2005.0,PG,15 Seasons,"Arts, Entertainment, and Culture, Documentary, LGBTQ","Watch Kenneth Copeland on Believer's Voice of Victory as he teaches you how to approach life in 2021 with boldness & confidence, knowing that you're already delivered from the kingdom of darkness. Learn to view your life & circumstances the way David did-through the eyes of your covenant with God. Don't ever run from the Goliath in your life, because your covenant is bigger than your giant!"
s6784,Movie,Spooky House,Jean-Claude La Marre,"Christian Andrén, Johan Kylén, Anna Bjelkerud, Linda Faith, Ola Bjurman","United States, India",,1989.0,18+,74 min,"Animation, Comedy, Science Fiction","Jenny Frost presents the show that strips down over-stylised participants to show what's underneath the layers of make-up and unflattering clothes. The public are then invited to choose whether they'd snog, marry or avoid the new-look participant."
s7694,Movie,Mangiarancina Investigazioni,Andrew Kazamia,"Jerry Garcia, Mickey Hart, Bill Kreutzmann, Phil Lesh, Bob Weir, Keith Godchaux, Donna Godchaux","Denmark, Sweden, United States","May 12, 2021",1958.0,PG,34 min,"Documentary, Sports, Unscripted",An architect engages in conflict with an activist who lives in a dangerous complex the architect designed.
s9054,Movie,Sharktopus,Lindsay Posner,"Wesley Snipes, Lochlyn Munro, Athena Karkanis, Pascale Hutton, Olivia Cheng, Jill Morrison, Rachel Hayward, Ryan McDonald, Lisa Marie Caruk","United Kingdom, Canada, United States","July 24, 2021",1980.0,AGES_16_,165 min,"Arts, Entertainment, and Culture, Comedy, Talk Show and Variety","Sam, Jazz and Tom live in the quirky village of Eggleston and are brilliant when it comes to hatching clues and eggs. These lovable characters take young children on fun-filled adventures to amazing lands on their quest to find clues, hatch eggs and meet a new friend in every episode. The Eggsperts is a series that inspires play with the use of sounds, rhyming word play and fun."
s3461,TV Show,The Ave,Evan Oppenheimer,"Arjun, Nirosha, Sarath Babu, Madhuri, Radha Ravi, Silk Smitha","United Kingdom, India","September 26, 2021",1978.0,7+,107 min,,A man living in his car takes a filmmaker into the woods to share a dark secret. Stay tuned at the end for behind the scenes and interview footage.
s1031,TV Show,The Monkey's Paw,David L. Walker,"Baby NIYATHI, Aerukonda Vishnu, G V Babu, Sridhara Swami Bitavaram, Radhamma, Prabhakar","Italy, Spain","May 12, 2021",2009.0,TV-NR,191 min,"Fantasy, Horror, Science Fiction","In this all-ages animation, Mouse works together with his best friend Rabbit and a group of animals to solve problems."
s209,TV Show,The Gambler,John Reinhardt,"Guillaume Canet, Audrey Tautou, Laurent Stocker","India, Sweden","August 6, 2021",2005.0,TV-14,128 min,"Adventure, Arthouse, Horror","Over 4/20 weekend, five young women decide to celebrate their friend's birthday by taking a camping trip to a secluded part of a nearby national park. However, their fun is quickly snubbed out when they stumble upon an illegal marijuana grow operation hidden in the greenery and protected by a bloodthirsty maniac."
s1708,,Nic & Tristan Go Mega Dega,George Hickenlooper,"Eddie Izzard, Emily Taheny, Vanessa Guide","United States, Ireland","October 8, 2021",1984.0,TV-Y,96 min,"Adventure, Kids, Science Fiction",Suriya is a college student who lives with his brother ACP Bose and his family. His brother is killed by local don and Suriya must revenge them.
s5245,Movie,,Sauvik Kundu,"Stanley Hunt, Koran Streets, Jon Jerrell Stallings, Devon Libran, Tatiana Monet, Skipper Elekwachi, Les Aderibigbe","United Kingdom, Hungary, United States","August 17, 2021",1976.0,NR,29 min,"Drama, LGBTQ","The game of peek-a-boo has entertained babies and toddlers alike for years and years! In ""Peekaboo, I See You!"", the friendly blue fellow swings, rolls, bounces, summersaults and tiptoes into the hearts of little ones. Each episode features three objects and viewers get to guess which one he's hiding behind. The series is sure to result in giggles and surprises."
s2028,TV Show,,Joe Leone,"Jack Black, Ana de la Reguera, H?ctor Jim?nez, Darius Rose, Moises Arias, Eduardo G?mez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez, Rafael Montalvo, Julio Sandoval, Enrique Mu?oz, Carla Jimenez, Agust?n Rey, Troy Gentile, Julio Escalero, Peter Stormare, Lauro Chartrand, Filiberto Estrella, Jorge Vald?s Garc?a, Craig Williams, Brett Chan, Mike Ching, Abelardo Hernandez, Emiliano Quiroga, Armando Tapia, Alfonso Ram?rez, Ren? Campero, Lisa Owen, Crist?bal Puente, Zenaido Avenda?o, Carlos Acosta Barroso, Miguel Angel Bonequi, Carlos Cesar Caballero, Ignacio Gonzalez Camarena, Ricardo Castillo, Donald Chambers, Aaron Yamir Ramirez Esobar, Armando Gaytan, Antonio Salazar Gomez, Mar?a Gonz?lez, Felipe Jesus Hernandez, Rosenda Hernandez, Ismael Garcia y Su Trio, Joaquin Luis Jimenez, Dominick Kurek, Ventura Lahoz, Gerson Virgen Lopez, Rafael Gonzalez Lopez, Albert M. Madrid, Leobardo Magadan, Feliciano Ramos Mendoza, Rodolfo Garcia Merino, Luis Garcia Rendon, Tyler Steelman, Rachel Thorp",Australia,"September 29, 2021",1935.0,G,170 min,"Comedy, Faith and Spirituality, Kids","Beauty and the Geek Australia is bigger and better than ever before! An all new group of ""Beauties"" and a group of new ""Geeks"" are paired up to compete as couples for a shared $100,000 prize. Each beauty lives together in a room with her geek during the course of the competition."
s2061,,Battlezone WWII: Nazi Blitzkrieg-The Battle For France,Philip Cook,"Richard Gere, Julia Roberts","Germany, Austria, United States","June 24, 2021",2001.0,16,14 min,"Comedy, Drama, Fantasy",Muklawa takes us back to the times when it was a common tradition for the girl to stay back at her parent's house from a few months to up to a year after her wedding.
s5824,TV Show,Shangri-La: Near Extinction,Glenn Gordon Caron,"Sam Hennings, Brenda Strong, Eric Johnson, Alexander Carroll, Tiffany Dupont, Brighton Hertford, Kimberly Varadi, Colin Ford, Kathryn Firago, Jim Grimshaw, Jonathan Scarfe, Sarah Darling, Edward Albert, Ryan Wood, Jordan Rose Tarter, Anne Sward, Levi Larsen","India, United States","October 3, 2021",1920.0,7+,59 min,"Arthouse, Comedy, Drama",A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.
s3306,TV Show,,Jon Dabach,"Anna Paquin, Lydia Wilson, Sophii Okonedo, Rebecca Benson, Genevieve Angelson, Rufus Jones, Arinze Kene, Andrew Leung","Iran, France","June 11, 2021",2009.0,16+,159 min,"Comedy, Science Fiction","Government agent Roy Rogers is sent to investigate a rash of cattle thefts by a cattle rustling gang. Roy catches rustlers who have been stealing government beef and terrorizing his town. What Roy doesn't know is that the gang's mastermind is beautiful East Coast socialite Marian (Carver), who uses her charm to get the times and locations of cattle drives from the ranchers she has seduced. Marian tries to use all her feminine wiles against Roy, who is immune to her advances, and works to squash the cattle rustlers."
s7182,TV Show,Awakened,Kôji Masunari,"Deep Mandian, Shreyaa Chawla, Yograj Singh, Nitu Pandher, Jatinder kaur, Gurpreet Bhangu, Jyoti Sharma","India, United States","September 14, 2021",1979.0,ALL_AGES,39 min,,"Based on a true story about the forbidden love between Jason Johnson, a U.S. Marine, and Meriam Al-Khalifa, a Bahraini Princess."
s8228,TV Show,Chairlift,Jean-Paul Ouellette,,"Denmark, United Kingdom, Czech Republic, Netherlands","July 27, 2021",1932.0,G,193 min,,"Six years after saying ""I do,"" Olive (Silverstone) and Clay (Kwanten) call it quits. And although they split amicably, both want custody of their beloved dog Wesley. With everything at stake, can man's best friend find a way to reunite the couple?"
s9199,TV Show,The Fidel Castro Tapes,William Beaudine,"Michael Blackson, Jamal Woolard, Murda Pain, Bambi Johnson, Double Dose Twins, Greg Boo Pac Weatherspoon","Italy, Canada","July 8, 2021",1996.0,AGES_16_,118 min,"Kids, Science Fiction","Gene Autry learns that a family’s money was used to buy counterfeit Mexican lottery tickets, and he has to track down the counterfeiters. Gene faces long odds when a killer comes to do away with him."
s5178,Movie,Sons of the Soil : Jaipur Pink Panthers,Leah Walker,"Broderick Crawford, Charles Bronson, Ernest Borgnine, Richard Kiley","United States, France","July 17, 2021",1995.0,PG,,"Action, Comedy, Western","Nominated and won: Hong Kong Film Award. Best Action Choreography. A young man, hounded by a psychopathic general, learns martial arts at the Shaolin temple to avenge his father's death. To achieve this he forgoes a budding romance with his kung fu master's daughter, a shepherdess."
s8677,TV Show,Quarantine Girl,Antti Jokinen,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, Daniel Balaji, Nasser, Parvathi T, Rohini, Rao Ramesh, Naresh","Switzerland, India","October 10, 2021",1963.0,TV-14,13 min,"Documentary, Horror, Suspense","Just two days before his wedding, Kumar sets out on a road trip with his friend to have a bachelor party. Their trip turns into a nightmare when they get caught by the police with a lot of alcohol."
s9028,Movie,Like Father Like Son,Robert Moore,"Ankush Chaudhari, Subodh Bhave, Bharat Jadhav, Makarand Anaspure, Siddarth Jadhav, Madhura Velankar, Aditi Sarangdhar, Nirmal Pandey, Lokesh Gupte, Dhananjay Mandrekar, Mahesh Manjrekar, Jagannath Nivangune, Amir Tadwalkar","United States, Germany, Italy","June 22, 2021",2001.0,G,10 Seasons,"Kids, Young Adult Audience",Hannie enlists the aid of bounty hunter Tom Price to teach her how to be a gunfighter so she can hunt down the 3 men who killed her husband and raped her.
s2821,Movie,Spider's Web,Jesse Stanley,"Vivienne Westwood, Kate Moss, Andre Leon Talley, Naomi Campbell, Pamela Anderson, Christina Hendricks, Bella Freud","India, Denmark","September 26, 2021",2015.0,TV-14,50 min,"Comedy, Horror, Kids","Seconded to the Royal Protection Squad, police officer Barry Grimes is dispatched to look after a young British Prince starting his first year at Cambridge University. Barry soon finds his duties extending far beyond those of personal bodyguard. Against the famous backdrop of the dreaming spires, the two young men learn about life, love and themselves."
s9528,Movie,The Gunrunner Billy Kane,Prosit Roy,"Rob Delaney, Sharon Horgan","Germany, Austria, United States","August 4, 2021",1979.0,TV-Y7,147 min,"Drama, Sports","""The Kids in the Hall"" is a unique and bizarre sketch comedy series that incites humor through an intellectual lens of comedic creativity and character driven sketches. The series brings to life the collision of art and comedy with an uncanny resemblance of current day realities and the human condition."
s3046,TV Show,"Thomas & Friends 18, 19, 20, 21",Joanna Hogg,"Tammy Macintosh, Kym Wilson, Jack Thompson, Kris McQuade, Mercia Deane-Johns, Simone Kessell, Maya Stange, Robert Mammone, Kevin Smith","Poland, United States","May 22, 2021",2012.0,PG,20 min,"Drama, International, Suspense","Everyone knows someone with a special laugh and Gigglebug's is one of the greatest ever. It's his gift, his innate ability and the key to transforming attitudes, which ultimately shakes loose every gummed-up situation he runs across. The stories are set in the oh-so enchanted Greendown Forest, where Gigglebug meets his young animal friends, all dealing with growing up issues."
s4144,TV Show,,Jose Magan,"Gilda Radner, Billy Crystal, Harry Shearer, Michael Fremer, John Sessions","Ireland, Belgium, France, Luxembourg, United Kingdom",,2003.0,ALL_AGES,38 min,"International, Sports","Volcanoes are among the most spectacular and powerful forces on our planet. They create new land, change landscapes and destroy civilizations, but more than two billion years ago, they also breathed life into our world. From the ocean abyss to snow-covered summits, this ambitious series paints a detailed picture of the struggles and amazing intimacy required to survive around volcanoes."
s5423,Movie,Spies of Warsaw,S. R. Prabhakaran,"V. J. Chitra, Vinodhini",Italy,"October 5, 2021",1972.0,7+,45 min,"Comedy, Horror, Kids",A feel-good romantic comedy about an Indian mom whose matchmaking efforts turn deadly after she tries to marry off her only daughter. From the director of Bend It Like Beckham.
s6251,Movie,The Trench,David Michaels,Andrew Santino,"United Kingdom, France, United States","August 29, 2021",1929.0,TV-14,91 min,"Drama, Historical","Two closeted teens from Bed-Stuy, both black and Muslim, hawk goods across Brooklyn and struggle to come clean about their sexuality. The two of them unwittingly find themselves in the crosshairs of the War on Terror when surveillance footage of their secret behavior is wildly misinterpreted in this smart indie comedy."
s6601,Movie,The Precious Blood,Fred Olen Ray,"Matthew Wilcko, Rowen Wilcko",New Zealand,"September 30, 2021",1988.0,TV-G,34 min,"Arthouse, Horror, Science Fiction","Recently moved to upstate New York from the comfort of their Vermont homestead, the Benjamin Steed family makes their way into the established social structure of Palmyra. In their attempt to settle peacefully into the new community they find the help that they have hired to clear their land is at the center of a religious controversy - a controversy that threatens to tear the family apart."
s4735,Movie,Lost: MH370,Péter Engert,"Guillermo Llorca Andreu, Kevin Hidalgo Lopez, Joan Castillo Faraco, Nuria Rodrigo Ortiz, Aitana Moya Vieiro, Javier Marin Ferrandiz, Elena Llorca Andreu","Japan, France",,1935.0,ALL_AGES,71 min,"Documentary, Military and War, Special Interest","Vidya is happily married to Rahul until tragedy strikes with her husband's death - and she is the one responsible. She becomes the prime suspect during the investigation headed by ACP Narasimha. With growing suspicion and an unending maze of mystery, a secret is revealed which turns everyone's lives upside down."
s2844,TV Show,The Price of Honor,Howie Dewin,"Jordan Dulieu, Annabel Wolfe, Sam Winspear-Schillings, Tom Rooney, Harrison Saunders","Spain, United Kingdom, Italy","April 1, 2021",1971.0,TV-Y,43 min,"Romance, Science Fiction","The story of the struggle for survival of a few inhabitants in the ""high country"" of Utah in 1933, during the worst draught they have ever known in the Great Depression. City boy Danny arrives at his Uncle Gil's ranch to help the family out. Although lacking in ranch hand skills, the boy manages to save his uncle's life when a ""Big Cat"" (a cougar) comes onto the ranch, desperate for the water it needs to survive. A local backwoodsman spends the film trying to track and kill the cougar before it kills a human, and a romance blooms between two young locals. A beautifully filmed outdoor drama."
s294,,"Eartha Kitt & Sammy Davis Jr. in ""Anna Lucasta"" - All Black Cast Classic!",Mark Altman,"Thiago Fragoso, Luiz Henrique Nogueira, Christine Fernandes, Fiuk","United States, Canada","April 17, 2021",1984.0,TV-NR,,"Documentary, LGBTQ, Special Interest","Little Baby Bum is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers with some of our most well-loved characters! Sing along to some of the most classic nursery rhymes such as '5 Little Speckled Frogs', 'Baa Baa Black Sheep', and more!"
s1273,Movie,Silk,R.G. Springsteen,"Mammootty, Unni Mukundan, Achuthan, Siddique, Iniya","United States, Canada","July 8, 2021",1971.0,G,6 min,"Animation, Drama, Science Fiction","MARTHA, an eccentric farmwoman, heartbroken by the death of her only son, mistakenly believes that ALEX, a young city girl, is pregnant with her son's child. What Martha doesn't know is that Alex was involved in a robbery that ended in murder. Martha discovers that Alex is in trouble and people are after her. Martha drugs Alex, then handcuffs her to a bed, so as to protect the unborn child."
s1568,Movie,Vivarium,Jamie Robertson,"Roy Rogers, Lynne Roberts, Raymond Hatton, Edward Keane, Noble Johnson",Brazil,"April 27, 2021",1995.0,TV-Y7,119 min,"Action, Adventure, Faith and Spirituality","In this compilation of My Magic Pet Morphle cartoon, join Mila and Morphle as they go on a magical adventure again! Watch Morphle as he morphs into a big red dragon, a red paintbrush, and a red motorcycle!"
s7082,TV Show,Stalked By My Doctor: The Return,John Adams,Ben Leinbach,"Germany, Austria, United States","July 26, 2021",2020.0,TV-Y,45 min,"Documentary, Science Fiction","Altogether Now, our favourite Saturday night singalong is back with a bang! The new series brings us outstanding talent, a huge range of musical styles and a load of laughs from host Rob Beckett."
s6424,Movie,Adrift In Soho,Sean Mewshaw,"Jeremy Clarkson, Richard Hammond","United States, Sweden, Norway",,1997.0,NR,193 min,,"SIMÓN GONZÁLEZ, a thirteen times World Spanish Kickboxing Champion; has a dream. A dream to walk again. After being the King of the World, Simón suffers a home accident that puts him in a wheel chair. But this is a story of finding hope and perseverance in the next generation of fighters. Far from hanging on to pain, Simón turned to the others finding the strength that he uses to walk again."
s5718,Movie,Sisters And The Shrink 2,Amit Saxena,Ben Bayly,Australia,"April 4, 2021",1950.0,16+,119 min,"Arts, Entertainment, and Culture, Comedy, Unscripted","I Need You to Kill follows three American comics - Chad Daniels, Pete Lee, and Tom Segura on a six show tour through three of the world's newest stand-up comedy scenes: Hong Kong, Singapore, and Macau. The film explores the anxieties and surprises of taking your act halfway around the world as well as giving a ground-floor glimpse into Asia's newest growth industry - stand-up comedy."""
s2069,Movie,Score,Desmond Devenish,"Ansel Elgort, Taron Egerton, Emma Roberts, Jeremy Irvine, Suki Waterhouse, Kevin Spacey","United States, United Kingdom","July 27, 2021",2014.0,TV-MA,80 min,"Arts, Entertainment, and Culture, Drama, Music Videos and Concerts","Phas Gaye Re Obama Is An Award Winning Bollywood Crime Drama Hindi Comedy Movie, Directed By Subhash Kapoor, Starring Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi And Amole Gupte In The Lead Roles. Om Decides To Sell His Ancestral Property To Clear His Debt. However, He Is Unable To Complete His Work As He Gets Kidnapped By A Local Gang."
